supply_id,supply_name,supply_type,supplier_name,is_council,supply_population,protozoa_barrier,bacteria_barrier,residual_disinfection,dwsp_lodged,supplier_notifications_received_for_maybe_or_is_unsafe_water,supplier_notifications_received_for_mav_exceedance,laboratory_notifications_received_for_bacterial_mav_exceedance,laboratory_notifications_received_for_chemical_mav_exceedance,aluminium_mav_exceeded,arsenic_mav_exceeded,chlorate_mav_exceeded,chlorine_mav_exceeded,disinfection_by_product_mav_exceeded,lead_mav_exceeded,manganese_mav_exceeded,temporary_consumer_advisory_issued_in_2023,long_term_consumer_advisory_active_in_2023,total_number_of_days_in_2023_in_which_consumer_advisory_is_active
KIW006,Kiwitahi School,Self-supplied building,Ministry of Education,No,69,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OUR001,Ouruhia Model School,Self-supplied building,Ministry of Education,No,103,No,No,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TOR001,Te Kura o Torere,Self-supplied building,Ministry of Education,No,30,Yes,Yes,Not Applicable,No,0,1,2,0,No,No,No,No,No,No,No,No,Yes,365
WHA041,Wharepapa South School,Self-supplied building,Ministry of Education,No,28,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OTU010,Otumahi,Networked supply,Whakatane District Council,Yes,2841,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
CHE002,Chertsey,Networked supply,Ashburton District Council,Yes,230,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TAH005,Taharoa Mine Admin buildings,Self-supplied building,Taharoa Ironsands Limited,No,150,Yes,Yes,Not Applicable,Yes,1,2,2,0,No,No,No,No,No,No,No,No,No,0
FAI002,Fairlie,Networked supply,Mackenzie District Council,Yes,1100,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
AWH300,Awhitu Regional Park,Networked supply,Auckland Council,Yes,250,Yes,Yes,Yes,Yes,0,1,0,1,No,No,No,Yes,No,No,No,No,No,0
DOU004,Doubtless Bay,Networked supply,Doubtless Bay Water Supply Co,No,400,Yes,Yes,No,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI055,Waipori Falls Hydro Village,Networked supply,Waipori Falls Village Body Corporate,No,65,Yes,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,Yes,38
WC00452,Centaland Holdings Ltd,Water carrier service,Centaland Holdings Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WOR001,Worlds End Water,Networked supply,"Property Owners, Worlds End Water Supply",No,11,Yes,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
FEI002,"Feilding, Sec Garden Childcare",Self-supplied building,The Secret Garden Childcare Limited,No,38,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KOH002,Kohukohu School,Self-supplied building,Ministry of Education,No,60,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MOH001,Mohaka School,Self-supplied building,Ministry of Education,No,40,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
STP001,St Peter Chanel School (Motueka),Self-supplied building,St Peter Chanel School (Motueka),No,80,No,No,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TOT005,Totara Hill Montessori,Self-supplied building,Totara Hill Montessori,No,28,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WHA074,Wharepuhanga Playcentre,Self-supplied building,Playcentre Aotearoa,No,50,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RAN007,Rangitaiki Plains,Networked supply,Whakatane District Council,Yes,2897,No,Yes,Yes,Yes,0,1,1,3,No,Yes,No,No,No,No,No,No,No,0
DRO001,Dromore,Networked supply,Ashburton District Council,Yes,90,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
GER001,Geraldine,Networked supply,Timaru District Council,Yes,2121,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BUR002,Burkes Pass,Networked supply,Mackenzie District Council,Yes,30,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00453,Cambridge Water Delivery Ltd,Water carrier service,Cambridge Water Delivery Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
FIV001,Five Forks School,Self-supplied building,Ministry of Education,No,33,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PAE006,Old Ngakoroa School Site (formerly Paerata School site),Self-supplied building,Ministry of Education,No,130,Yes,Yes,Not Applicable,No,1,0,0,0,No,No,No,No,No,No,No,No,No,0
TOT003,Totara North School,Self-supplied building,Ministry of Education,No,50,Yes,Yes,Not Applicable,No,1,1,2,0,No,No,No,No,No,No,No,Yes,No,19
WAI017,Waimana,Networked supply,Whakatane District Council,Yes,160,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HIN001,Hinds,Networked supply,Ashburton District Council,Yes,340,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
SOU009,"Southern Districts, Waikato DC",Linked supply,Waikato District Council,Yes,8500,Not Applicable,Not Applicable,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI015,Waikouaiti,Networked supply,Dunedin City Council,Yes,1642,Yes,Yes,Yes,Yes,0,0,0,1,No,No,No,No,No,Yes,No,No,No,0
PIH300,Piha Domain Campground,Networked supply,Auckland Council,Yes,500,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI012,Waitomo Caves,Networked supply,Waitomo Holdings Limited,No,500,Yes,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KOK003,Kokatahi-Kowhitirangi School,Self-supplied building,Ministry of Education,No,20,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MOK005,Mokoia Primary School,Self-supplied building,Ministry of Education,No,40,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PAK005,Pakaraka School,Self-supplied building,Ministry of Education,No,70,Yes,Yes,Not Applicable,No,1,1,1,0,No,No,No,No,No,No,No,No,No,0
STR002,Strath Taieri School,Self-supplied building,Ministry of Education,No,70,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TOT007,Totara Reserve Regional Park,Self-supplied building,Horizons Regional Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RUA003,Ruatoki,Networked supply,Whakatane District Council,Yes,650,Yes,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,Yes,No,7
MON001,Montalto,Networked supply,Ashburton District Council,Yes,90,No,Yes,Yes,Yes,4,1,1,0,No,No,No,No,No,No,No,No,Yes,365
WES014,"Western District, Waikato DC",Linked supply,Waikato District Council,Yes,150,Not Applicable,Not Applicable,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OUT001,Outram,Networked supply,Dunedin City Council,Yes,750,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
SIN300,Sinclair Park,Self-supplied building,Auckland Council,Yes,400,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
EAR002,Earnscleugh Water Scheme,Networked supply,Earnscleugh Domestic Water Co. Limited,No,120,No,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
FLE001,Flemington School (Waipukurau),Self-supplied building,Ministry of Education,No,100,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KOK001,Kokopu School,Self-supplied building,Ministry of Education,No,135,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MOM001,Momorangi Bay Campground,Networked supply,Department of Conservation,No,250,Yes,Yes,No,No,0,0,0,0,No,No,No,No,No,No,No,No,Yes,67
PAK015,Pakiri Hall,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
SUR001,Surfdale Community Hall,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TOT004,Totara Springs Christian Cent.,Self-supplied building,Totara Springs Christian Centre Limited,No,75,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WHA037,Whatamango Bay Campsite,Networked supply,Department of Conservation,No,130,No,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,Yes,67
MUR002,Murupara,Networked supply,Whakatane District Council,Yes,1674,No,Yes,No,Yes,2,1,10,0,No,No,No,No,No,No,No,Yes,No,13
MTS001,Mt Somers,Networked supply,Ashburton District Council,Yes,260,Yes,Yes,Yes,Yes,2,0,0,0,No,No,No,No,No,No,No,Yes,No,8
TUA002,Tuakau,Linked supply,Waikato District Council,Yes,5750,Not Applicable,Not Applicable,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WES002,West Taieri,Networked supply,Dunedin City Council,Yes,450,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TUT005,Tutira Regional Park,Linked supply,Hawke's Bay Regional Council,Yes,500,Not Applicable,Not Applicable,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
EAS001,East Rd Broadlands,Networked supply,East Road Water Supply Scheme,No,30,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,1,0,No,No,No,No,No,No,No,No,No,0
ABE002,Aberfeldy School,Self-supplied building,Ministry of Education,No,26,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KOP001,Kopane School,Self-supplied building,Ministry of Education,No,55,Yes,Yes,Not Applicable,No,2,1,1,0,No,No,No,No,No,No,No,Yes,No,34
PAK011,Pakiri School,Self-supplied building,Ministry of Education,No,15,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WHA046,Whatawhata School,Self-supplied building,Ministry of Education,No,300,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TAN001,Taneatua,Networked supply,Whakatane District Council,Yes,790,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RAK001,Rakaia,Networked supply,Ashburton District Council,Yes,1100,Not Applicable,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
POK001,Pokeno,Linked supply,Waikato District Council,Yes,5000,Not Applicable,Not Applicable,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
DUN001,Dunedin City,Networked supply,Dunedin City Council,Yes,112515,Yes,Yes,Yes,Yes,2,3,0,0,No,No,No,No,No,No,No,No,No,0
WC00274,Service Cartage Ltd,Water carrier service,Service Cartage Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
LAU300,Lauder,Networked supply,Lauder Water Co Limited,No,32,No,No,No,Yes,2,1,0,0,No,No,No,No,No,No,No,Yes,Yes,52
ACG001,ACG Tauranga School,Self-supplied building,ACG Tauranga Property Ltd,No,650,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
FRE003,French Pass Camp,Networked supply,Department of Conservation,No,48,No,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,Yes,365
PAK001,Pakotai School,Self-supplied building,Ministry of Education,No,25,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TAH004,Tahakopa School,Self-supplied building,Ministry of Education,No,11,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WHA075,"Whatipu, Huia",Self-supplied building,Auckland Council,Yes,50,Yes,Yes,Not Applicable,Yes,0,1,0,0,No,No,No,No,No,No,No,No,Yes,365
MAT005,Matata,Networked supply,Whakatane District Council,Yes,690,Yes,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,No,No,0
CLY005,Clydevale-Pomahaka Rural,Networked supply,Clutha District Council,Yes,850,Yes,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,Yes,No,25
POR005,Port Waikato,Networked supply,Waikato District Council,Yes,350,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TET010,Te Toro Hall,Self-supplied building,Auckland Council,Yes,50,Yes,Yes,Not Applicable,Yes,0,1,1,0,No,No,No,No,No,No,No,No,No,0
WC00534,Scorpion Transport,Water carrier service,Kevs Contracting Limited,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00148,Colin's Water Delivery,Water carrier service,Water on Wheels Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00456,North Auckland Water Delivery,Water carrier service,Nagra Enterprises Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
AGR002,AgResearch - Lincoln Research Centre,Networked supply,AgResearch Limited,No,180,No,No,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KOP002,Koputaroa School,Self-supplied building,Ministry of Education,No,170,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MOT011,Motatau School,Self-supplied building,Ministry of Education,No,60,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PAK007,Pakowhai School,Self-supplied building,Ministry of Education,No,50,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TAI014,Taieri Beach School,Self-supplied building,Ministry of Education,No,10,Yes,Yes,Not Applicable,Yes,2,4,3,0,No,No,No,No,No,No,No,No,No,0
TRO003,Trounson Kauri Park,Self-supplied building,Department of Conservation,No,49,No,No,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,Yes,67
WHE002,Whenuakite School,Self-supplied building,Ministry of Education,No,165,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI022,Waituna West,Networked supply,Manawatu Rangitikei Shared Services,No,226,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BAL001,Balclutha,Networked supply,Clutha District Council,Yes,4002,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ONE004,Onewhero,Networked supply,Waikato District Council,Yes,35,Yes,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00149,CST Water,Water carrier service,CST Group Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00276,Reids Ruawai Transport Limited,Water carrier service,Reids Ruawai Transport Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
FAI006,Fairbourne,Networked supply,Fairbourne Water Company Limited,No,50,No,No,No,Yes,0,0,1,0,No,No,No,No,No,No,No,No,No,0
CAM008,Camphill Estate Utilities Society Bore 1,Networked supply,Camphill Estate Utilities Society Incorporated,No,45,No,No,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
GAL004,Galatea Hall Water Supply,Self-supplied building,Whakatane District Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KOR003,Korakonui School,Self-supplied building,Ministry of Education,No,130,Yes,Yes,Not Applicable,No,0,0,1,0,No,No,No,No,No,No,No,No,No,0
PAL005,"Palm Nth, Natures Space",Self-supplied building,Natures Space Palmerston North,No,80,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TAI018,Taitua Arboretum,Self-supplied building,Hamilton City Council,Yes,25,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
GLE001,Glenkenich Rural,Networked supply,Clutha District Council,Yes,705,Yes,Yes,Yes,Yes,11,0,1,0,No,No,No,No,No,No,No,No,Yes,180
HUN002,Huntly-Ngaruawahia,Networked supply,Waikato District Council,Yes,17500,Yes,Yes,Yes,Yes,0,1,1,0,No,No,No,No,No,No,No,No,No,0
WC00150,Allens United Waikato 1986 Ltd,Water carrier service,Allens United (Waikato) 1986 Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00277,Eltham Community Fire Tanker Trust,Water carrier service,Eltham Volunteer Fire Brigade,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
FAR001,Farm Road,Networked supply,Farm Road Water Supply Limited,No,120,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
AHI001,Ahipara School,Self-supplied building,Ministry of Education,No,215,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
GAL002,Galatea School,Self-supplied building,Ministry of Education,No,140,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KOR004,Koriniti Kohanga Reo Marae,Self-supplied building,Koriniti Marae Maori Reservation Trust,No,30,No,No,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MOT014,Motu School,Self-supplied building,Ministry of Education,No,15,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PAM001,Pamapuria School,Self-supplied building,Ministry of Education,No,180,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TAK003,Takaka Primary School,Self-supplied building,Ministry of Education,No,210,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WHE001,Whenuakura School,Self-supplied building,Ministry of Education,No,38,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,1,1,0,No,No,No,No,No,No,No,No,No,0
RON002,Rongotea,Networked supply,Manawatu Rangitikei Shared Services,No,639,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI016,Waitahuna Rural,Networked supply,Clutha District Council,Yes,922,Yes,Yes,Yes,Yes,131,32,24,17,Yes,No,No,No,No,No,No,No,Yes,365
KRI001,Koriniti Marae Maori Reservation Trust,Self-supplied building,Koriniti Marae Maori Reservation Trust,No,30,No,No,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NAP001,Napier,Networked supply,Napier City Council,Yes,62150,No,Yes,Yes,Yes,1,1,1,1,No,No,No,No,No,No,No,No,No,0
FER001,Fernridge,Networked supply,Fernridge Waters Supply Association Incorporated,No,320,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
CEN002,Central Takaka Water Board,Networked supply,Central Takaka Water Board Incorporated,No,125,No,No,No,No,1,1,5,0,No,No,No,No,No,No,No,Yes,No,241
WC00460,Prowater,Water carrier service,SS & Sons Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
AHI002,Ahititi School,Self-supplied building,Ministry of Education,No,37,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
GAR002,Garston School,Self-supplied building,Ministry of Education,No,39,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MOT012,Motueka Family Service Centre,Self-supplied building,Motueka Family Service Centre,No,40,No,No,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WHI006,Whites Bay Campsite,Networked supply,Department of Conservation,No,450,No,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,Yes,67
HIM001,Himatangi Beach,Networked supply,Manawatu Rangitikei Shared Services,No,513,No,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,Yes,No,38
TUA004,Tuapeka West,Networked supply,Clutha District Council,Yes,276,No,Yes,Yes,Yes,13,3,3,1,No,No,No,Yes,No,No,No,Yes,Yes,303
NOR013,"North Western Dist, Waikato DC",Linked supply,Waikato District Council,Yes,50,Not Applicable,Not Applicable,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00152,Wymers Domestic Water Carriers Ltd,Water carrier service,Wymer's Domestic Water Carriers Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00219,Water 2 Go,Water carrier service,Water 2 Go Limited,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
CHR002,Christchurch International Airport Ltd,Networked supply,Christchurch International Airport,No,7000,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00461,Water Wheels Ltd,Water carrier service,Water Wheels Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
AHU003,Ahuroa Hall,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
GLA001,Gladstone School (Masterton),Self-supplied building,Ministry of Education,No,150,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KOT001,Kotemaori School,Self-supplied building,Ministry of Education,No,30,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MOT005,Motueka High School,Self-supplied building,Ministry of Education,No,700,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PAP010,Papanui Junction School,Self-supplied building,Ministry of Education,No,7,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TUA006,Tua Marina School,Self-supplied building,Ministry of Education,No,130,No,No,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WHI018,Whitford Community Hall,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HAL001,Halcombe-Stanway,Networked supply,Manawatu Rangitikei Shared Services,No,554,No,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,Yes,No,192
STI002,Stirling,Networked supply,Clutha District Council,Yes,743,Yes,Yes,Yes,Yes,7,6,0,10,Yes,No,No,No,No,No,No,No,No,0
RAG001,Raglan,Networked supply,Waikato District Council,Yes,4500,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HUI007,Huirimu,Networked supply,Otorohanga District Council,Yes,120,No,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,No,Yes,365
WC00153,KW Shareholders Ltd trading as XS Services,Water carrier service,XS Services Ltd,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NEL001,Nelson,Networked supply,Nelson City Council,Yes,52400,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WEL003,Wellington Region Bulk Water,Networked supply,Wellington Water,No,350000,Yes,Yes,No,Yes,5,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI049,Waitoa,Networked supply,Fonterra Waitoa,No,500,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,Yes,No,1
DOR001,Dorie School,Self-supplied building,Ministry of Education,No,110,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
AHU002,Ahuroa School,Self-supplied building,Ministry of Education,No,70,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
GLA002,Glasgow Park Hall,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MOT004,Motueka South School,Self-supplied building,Ministry of Education,No,270,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PAP007,Paparimu School,Self-supplied building,Ministry of Education,No,50,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TAM005,"Tamahere, Lil Pumpkins",Self-supplied building,Lil Pumpkins Early Learning,No,95,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TUI002,Tui Ridge Park,Self-supplied building,Tui Ridge Park Ltd,No,100,Not Applicable,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
FEI001,Feilding,Networked supply,Manawatu Rangitikei Shared Services,No,17350,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TAP001,Tapanui,Networked supply,Clutha District Council,Yes,760,Yes,Yes,Yes,Yes,4,4,0,2,Yes,No,No,No,No,No,No,No,No,0
TEA009,Te Akau,Linked supply,Waikato District Council,Yes,75,Not Applicable,Not Applicable,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00519,The Little Blue Water Company,Water carrier service,Williams Concrete,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HOR007,Hororata,Networked supply,Selwyn District Council,Yes,1002,Yes,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,Yes,No,10
OHU001,Ohura,Networked supply,Ruapehu District Council,Yes,160,Yes,Yes,Yes,Yes,0,0,0,2,Yes,No,Yes,No,No,No,No,No,No,0
DUN006,Duncan Bay,Networked supply,Duncan Bay Residents Association Incorporated,No,22,Not Applicable,No,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
AKA003,Aka Aka Primary School,Self-supplied building,Ministry of Education,No,80,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
GLE015,Glen Massey School,Self-supplied building,Ministry of Education,No,120,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KOU002,Kourawhero Hall,Self-supplied building,Auckland Council,Yes,30,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MOT009,Motukarara Sports Centre,Self-supplied building,Motukarara Sports Centre,No,100,No,No,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PAP005,Paparoa School,Self-supplied building,Ministry of Education,No,40,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WHI004,Whitford Playcentre,Self-supplied building,Playcentre Aotearoa,No,50,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
CRO010,"Cromwell, Pearson Road",Networked supply,Pearson Road Society Incorporated,No,18,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RIC009,Richardson Rural,Networked supply,Clutha District Council,Yes,1016,Yes,Yes,Yes,Yes,90,32,2,38,Yes,No,No,No,Yes,No,Yes,No,Yes,330
TEK001,Te Kauwhata,Networked supply,Waikato District Council,Yes,4000,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
